Sales,InterestBanking,Expenses,OperatingProfit,OPM,OtherIncome,ExceptionalItem,Interest,Depreciation,ProfitBeforeTax,TaxPercentage,NetProfit,EPS,toDate,audited,xbrl,broadCastDate
11051500000.0,0.0,8278300000.0,2773200000.0,25.09342623173325,135900000.0,0.0,24900000.0,342600000.0,2909100000.0,27.802413117459007,2100300000.0,16.67,31-Dec-2023,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_101936_1040896_31012024081644.xml,31-Jan-2024 20:16:44
10540800000.0,0.0,8115400000.0,2425400000.0,23.009638737097752,355000000.0,0.0,15300000.0,342500000.0,2780400000.0,27.089627391742194,2027200000.0,16.09,31-Mar-2024,Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105173_1114087_02052024075035.xml,02-May-2024 19:50:35
11449200000.0,0.0,8492700000.0,2956500000.0,25.822764909338645,264700000.0,0.0,7300000.0,339700000.0,3221200000.0,23.702346951446668,2457700000.0,19.53,30-Jun-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_109832_1206826_30072024060010.xml,30-Jul-2024 18:00:10
11866400000.0,0.0,9158800000.0,2707600000.0,22.817366682397356,194800000.0,0.0,60200000.0,343900000.0,2902400000.0,25.413450937155456,2164800000.0,17.26,30-Sep-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_113749_1291841_29102024112224.xml,29-Oct-2024 11:22:24
11461300000.0,0.0,8691800000.0,2769500000.0,24.163925558182754,304400000.0,0.0,79100000.0,359700000.0,3073900000.0,24.23956537297895,2328800000.0,18.59,31-Dec-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118161_1366089_30012025051110.xml,30-Jan-2025 17:11:10
