Sales,InterestBanking,Expenses,OperatingProfit,OPM,OtherIncome,ExceptionalItem,Interest,Depreciation,ProfitBeforeTax,TaxPercentage,NetProfit,EPS,toDate,audited,xbrl,broadCastDate
1469481000.0,0.0,1357838000.0,111643000.0,7.597444267738065,2005000.0,0.0,38128000.0,18630000.0,113648000.0,32.31557088554132,76922000.0,6.0,31-Dec-2023,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104283_1056061_15022024112207.xml,15-Feb-2024 11:22:07
1057873000.0,0.0,1149237000.0,-91364000.0,-8.636575467943695,9959000.0,0.0,53196000.0,19793000.0,-81405000.0,22.85608992076654,-62799000.0,-4.32,31-Mar-2024,Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_108061_1146410_30052024105509.xml,30-May-2024 10:55:09
1351516000.0,0.0,1247906000.0,103610000.0,7.666205949467117,2517000.0,0.0,30317000.0,17949000.0,106127000.0,32.53743156783853,71596000.0,5.59,30-Jun-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_111978_1224718_14082024112937.xml,14-Aug-2024 11:29:37
1919984000.0,0.0,1696559000.0,223425000.0,11.636815723464363,16562000.0,0.0,78721000.0,24235000.0,239987000.0,21.827015630013292,187605000.0,14.51,30-Sep-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_114658_1302336_08112024081154.xml,08-Nov-2024 20:11:54
1680517000.0,0.0,1556934000.0,123583000.0,7.353867887084748,23068000.0,0.0,48113000.0,21086000.0,146651000.0,21.68890767877478,114844000.0,8.91,31-Dec-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_120427_1383228_14022025111140.xml,14-Feb-2025 11:11:40
