Sales,InterestBanking,Expenses,OperatingProfit,OPM,OtherIncome,ExceptionalItem,Interest,Depreciation,ProfitBeforeTax,TaxPercentage,NetProfit,EPS,toDate,audited,xbrl,broadCastDate
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-Dec-2023,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_102558_1046776_07022024033550.xml,07-Feb-2024 15:35:50
927980000.0,0.0,729390000.0,198590000.0,21.40024569495032,27680000.0,0.0,60340000.0,54620000.0,226270000.0,34.02130198435498,149290000.0,2.85,31-Mar-2024,Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106686_1133707_22052024045334.xml,22-May-2024 16:53:35
984090000.0,0.0,746650000.0,237440000.0,24.127874483024925,6120000.0,0.0,32820000.0,60150000.0,243560000.0,29.696994580390868,171230000.0,2.9,30-Jun-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_110998_1218546_09082024034442.xml,09-Aug-2024 15:44:42
1115350000.0,0.0,833120000.0,282230000.0,25.3041646120052,15280000.0,0.0,48710000.0,67650000.0,297510000.0,29.810762663439885,208820000.0,3.55,30-Sep-2024,Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_115079_1305603_12112024032748.xml,12-Nov-2024 15:27:49
1204840000.0,0.0,915160000.0,289680000.0,24.04302645994489,50730000.0,0.0,64150000.0,74380000.0,340410000.0,30.31932081901237,237200000.0,4.05,31-Dec-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118722_1371515_05022025033016.xml,05-Feb-2025 15:30:16
