Sales,InterestBanking,Expenses,OperatingProfit,OPM,OtherIncome,ExceptionalItem,Interest,Depreciation,ProfitBeforeTax,TaxPercentage,NetProfit,EPS,toDate,audited,xbrl,broadCastDate
17574257000.0,0.0,17612691000.0,-38434000.0,-0.21869487853739705,24274000.0,0.0,448348000.0,187725000.0,-14160000.0,-69.92937853107344,-24062000.0,-0.1,31-Mar-2024,Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_109298_1199953_23072024030109.xml,23-Jul-2024 15:01:09
17669481000.0,0.0,17531264000.0,138217000.0,0.782235765725094,17219000.0,0.0,441240000.0,161969000.0,155436000.0,27.95877402918243,111978000.0,0.46,30-Jun-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_111966_1224653_14082024103046.xml,14-Aug-2024 10:30:46
20291049000.0,0.0,19669764000.0,621285000.0,3.0618673287911333,20109000.0,0.0,250867000.0,161060000.0,641394000.0,25.848230572783656,475605000.0,1.7,30-Sep-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_113956_1293859_30102024015247.xml,30-Oct-2024 13:52:47
23423813000.0,0.0,22655250000.0,768563000.0,3.281118236386194,32552000.0,0.0,274236000.0,125052000.0,801115000.0,28.268350985813523,574653000.0,2.05,31-Dec-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118107_1365562_30012025125116.xml,30-Jan-2025 12:51:16
