Sales,InterestBanking,Expenses,OperatingProfit,OPM,OtherIncome,ExceptionalItem,Interest,Depreciation,ProfitBeforeTax,TaxPercentage,NetProfit,EPS,toDate,audited,xbrl,broadCastDate
447396000.0,0.0,387015000.0,60381000.0,13.496097417053349,33022000.0,0.0,1020000.0,13299000.0,93403000.0,24.84823827928439,70194000.0,2.19,31-Dec-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_120965_1388938_22022025123006.xml,22-Feb-2025 12:30:06
