Sales,InterestBanking,Expenses,OperatingProfit,OPM,OtherIncome,ExceptionalItem,Interest,Depreciation,ProfitBeforeTax,TaxPercentage,NetProfit,EPS,toDate,audited,xbrl,broadCastDate
2955177000.0,0.0,2619975000.0,335202000.0,11.342873878620468,23775000.0,0.0,251313000.0,204286000.0,358977000.0,27.513740434623944,260209000.0,1.7,31-Dec-2023,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_103565_1052541_12022024073718.xml,12-Feb-2024 19:37:19
4010120000.0,0.0,3551428000.0,458692000.0,11.438360946804584,120357000.0,0.0,260720000.0,207454000.0,579049000.0,30.11161404302572,404688000.0,2.83,31-Mar-2024,Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106415_1130026_18052024102917.xml,18-May-2024 22:29:17
2541980000.0,0.0,2440490000.0,101490000.0,3.992556983139128,60680000.0,0.0,223810000.0,206470000.0,162170000.0,24.702472713818832,122110000.0,0.36,30-Jun-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_111920_1224379_13082024081000.xml,13-Aug-2024 20:10:00
2939621000.0,0.0,2618765000.0,320856000.0,10.914876441554881,19332000.0,0.0,266546000.0,216770000.0,340188000.0,9.98271543969805,306228000.0,1.51,30-Sep-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_116423_1313592_14112024111448.xml,14-Nov-2024 23:14:49
3901404000.0,0.0,3270941000.0,630463000.0,16.1599003845795,-35469000.0,0.0,319637000.0,292950000.0,594994000.0,8.890005613501986,542099000.0,2.57,31-Dec-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_120399_1382915_13022025080145.xml,13-Feb-2025 20:01:45
