Sales,InterestBanking,Expenses,OperatingProfit,OPM,OtherIncome,ExceptionalItem,Interest,Depreciation,ProfitBeforeTax,TaxPercentage,NetProfit,EPS,toDate,audited,xbrl,broadCastDate
4244900000.0,0.0,4421500000.0,-176600000.0,-4.16028646140074,352400000.0,335200000.0,76600000.0,166900000.0,175800000.0,-7.1103526734926055,188300000.0,1.67,31-Dec-2023,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_102193_1043440_02022024084543.xml,02-Feb-2024 20:45:43
4058000000.0,0.0,4192800000.0,-134800000.0,-3.321833415475604,47200000.0,9700000.0,75300000.0,197400000.0,-87600000.0,29.5662100456621,-61700000.0,0.16,31-Mar-2024,Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106169_1127514_16052024103510.xml,16-May-2024 22:35:10
4082400000.0,0.0,4150000000.0,-67600000.0,-1.65588869292573,26400000.0,-100000.0,74700000.0,185400000.0,-41200000.0,47.33009708737864,-21700000.0,-0.06,30-Jun-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_110261_1211340_02082024112729.xml,02-Aug-2024 23:27:29
4263500000.0,0.0,4322200000.0,-58700000.0,-1.3768030960478481,31400000.0,0.0,53500000.0,184100000.0,-27300000.0,52.38095238095238,-13000000.0,0.03,30-Sep-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_114432_1300606_07112024083525.xml,07-Nov-2024 20:35:25
4405500000.0,0.0,4428100000.0,-22600000.0,-0.5129951197366928,30300000.0,0.0,52600000.0,183400000.0,7700000.0,16.883116883116884,6400000.0,0.11,31-Dec-2024,Un-Audited,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119037_1374291_07022025030818.xml,07-Feb-2025 15:08:18
