name,file_title
Strides Pharma Scien,Pharma-SmallCap
Sun Pharma Adv. Res,Pharma-SmallCap
Suven Life Sciences,Pharma-SmallCap
TTK Healthcare,Pharma-SmallCap
Themis Medicare,Pharma-SmallCap
Unichem Lab,Pharma-SmallCap
Vivimed Labs,Pharma-SmallCap
Windlas Biotech,Pharma-SmallCap
Wintac,Pharma-SmallCap
Wockhardt,Pharma-SmallCap
Zenotech Laboratorie,Pharma-SmallCap
Zim Laboratories,Pharma-SmallCap
Aarti Drugs,Pharma
Abbott India,Pharma
Advanced Enzyme,Pharma
Ajanta Pharma,Pharma
Alembic,Pharma
Alembic Pharma,Pharma
Alkem Laboratories,Pharma
Amrutanjan Healthcar,Pharma
Astrazeneca Pharma I,Pharma
Aurobindo Pharma,Pharma
Biocon,Pharma
Bliss GVS Pharma,Pharma
Caplin Point Lab,Pharma
Cipla,Pharma
Claris Lifesciences,Pharma
Divi's Lab,Pharma
Dr. Reddy's Lab,Pharma
FDC,Pharma
Fermenta Biotech,Pharma
Glaxosmithkline Phar,Pharma
Glenmark Pharma,Pharma
Granules India,Pharma
Gufic Biosciences,Pharma
Hester Biosciences,Pharma
Hikal,Pharma
IOL Chem & Pharma,Pharma
Indoco Remedies,Pharma
Ipca Laboratories,Pharma
JB Chem & Pharma,Pharma
Jubilant Pharmova,Pharma
Laurus Labs,Pharma
Lincoln Pharma,Pharma
Lupin,Pharma
Marksans Pharma,Pharma
Morepen Laboratories,Pharma
Natco Pharma,Pharma
Nectar Lifesciences,Pharma
Neuland Laboratories,Pharma
Panacea Biotec,Pharma
Pfizer,Pharma
Piramal Enterprises,Pharma
SMS Pharmaceuticals,Pharma
Sequent Scientific,Pharma
Shilpa Medicare,Pharma
Strides Pharma Scien,Pharma
Sun Pharma Adv. Res,Pharma
Sun Pharma Inds.,Pharma
Suven Life Sciences,Pharma
TTK Healthcare,Pharma
Torrent Pharma,Pharma
Unichem Lab,Pharma
Vimta Labs,Pharma
Wockhardt,Pharma
Zydus Lifesciences,Pharma
APL Apollo Tubes,PipeManufacturers
Astral,PipeManufacturers
Electrost Castings,PipeManufacturers
Finolex Inds,PipeManufacturers
Gandhi Spl. Tubes,PipeManufacturers
Jain Irrigation Sys,PipeManufacturers
Jindal Saw,PipeManufacturers
Maharashtra Seamless,PipeManufacturers
Man Industries,PipeManufacturers
Prakash Inds.,PipeManufacturers
Ratnamani Metals,PipeManufacturers
Skipper,PipeManufacturers
Srikalahasthi Pipes,PipeManufacturers
Supreme Industries,PipeManufacturers
Surya Roshni,PipeManufacturers
Tata Metal-Amalgamat,PipeManufacturers
Tube Investments,PipeManufacturers
Welspun Corp,PipeManufacturers
Astral,PlasticPipes
Finolex Inds,PlasticPipes
Jain Irrigation Sys,PlasticPipes
Prakash Inds.,PlasticPipes
Prakash Pipes,PlasticPipes
Prince Pipes & Fitti,PlasticPipes
Skipper,PlasticPipes
Supreme Industries,PlasticPipes
Archidply Inds,Plywood
Century Plyboards(I),Plywood
Greenlam Industries,Plywood
Greenpanel Inds.,Plywood
Greenply Industries,Plywood
Rushil Decor,Plywood
Uniply Inds,Plywood
DCM Shriram,Polymers
DCW,Polymers
Dhunseri Ventures,Polymers
Finolex Inds,Polymers
GAIL India,Polymers
HPCL,Polymers
Indian Oil Corp.,Polymers
JBF Industries,Polymers
MRPL,Polymers
ONGC,Polymers
Oil India,Polymers
Polylink Polymers,Polymers
Reliance Industries,Polymers
Styrenix Performance,Polymers
Supreme Petrochem,Polymers
Guj. Inds. Power,Power
GMDC,Power
JSW Energy,Power
JP Power Ventures,Power
Neyveli Lignite,Power
NTPC,Power
Reliance Power,Power
SJVN,Power
Tata Power,Power
Torrent Power,Power
Axis Bank,PrivateBank
HDFC Bank,PrivateBank
ICICI Bank,PrivateBank
IDFC First Bank,PrivateBank
Indusind Bank,PrivateBank
Kotak Mahindra Bank,PrivateBank
RBL Bank,PrivateBank
Federal Bank,PrivateBank
South Indian Bank,PrivateBank
Yes Bank,PrivateBank
Andrew Yule,PSU
BEML,PSU
Balmer Lawrie & Co,PSU
Bank Of Baroda,PSU
Bank Of India,PSU
Bank of Maharashtra,PSU
Bharat Electronics,PSU
BHEL,PSU
Canara Bank,PSU
CentralBank of India,PSU
Chennai Petrol. Corp,PSU
Coal India,PSU
Container Corp,PSU
Dredging Corp,PSU
Engineers India,PSU
GAIL India,PSU
HIL,PSU
HMT,PSU
Hindustan Copper,PSU
IDBI,PSU
ITI,PSU
Ind Tourism Dev Corp,PSU
Indian Bank,PSU
Indian Overseas Bank,PSU
MMTC,PSU
MOIL,PSU
MTNL,PSU
MRPL,PSU
NBCC (India),PSU
NHPC,PSU
Neyveli Lignite,PSU
NMDC,PSU
NTPC,PSU
National Fertilizers,PSU
ONGC,PSU
Oil India,PSU
PNB Gilts,PSU
Power Grid Corp,PSU
Punjab & Sind Bank,PSU
PNB,PSU
REC,PSU
RCF,PSU
SJVN,PSU
SBI,PSU
SAIL,PSU
Fert Chem Travancore,PSU
J&K Bank,PSU
UCO Bank,PSU
Union Bank Of India,PSU
Bank Of Baroda,PublicBank
Bank Of India,PublicBank
Bank of Maharashtra,PublicBank
Canara Bank,PublicBank
CentralBank of India,PublicBank
City Union Bank,PublicBank
IDBI,PublicBank
Indian Bank,PublicBank
Indian Overseas Bank,PublicBank
Punjab & Sind Bank,PublicBank
PNB,PublicBank
SBI,PublicBank
J&K Bank,PublicBank
Karnataka Bank,PublicBank
UCO Bank,PublicBank
Union Bank Of India,PublicBank
Barbeque-Nation Hosp,QSR
Coffee Day Enter.,QSR
Devyani International,QSR
Jubilant FoodWorks,QSR
Restau. Brands Asia,QSR
Sapphire Foods India,QSR
Speciality Restauran,QSR
Westlife Development,QSR
HBL Power Sys,Railways
Indian Railway Finance,Railways
Ircon International,Railways
Jupiter Wagons,Railways
KEC International,Railways
Rail Vikas Nigam,Railways
Railtel Corporation Of India Ltd.,Railways
Rites,Railways
Texmaco Rail & Eng.,Railways
Titagarh Railsystems,Railways
CRISIL,RatingAgencies
Care Ratings,RatingAgencies
ICRA,RatingAgencies
Anant Raj,RealEstate
Ashiana Housing,RealEstate
B.L. Kashyap and Son,RealEstate
Brigade Enterprises,RealEstate
DLF,RealEstate
Equinox India Dev.,RealEstate
Godrej Properties,RealEstate
HDIL,RealEstate
Kolte-Patil Develop.,RealEstate
Mahindra Life. Dev,RealEstate
NCC,RealEstate
Oberoi Realty,RealEstate
Omaxe,RealEstate
Prestige EstatesProj,RealEstate
Puravankara,RealEstate
Sobha,RealEstate
Sunteck Realty,RealEstate
Texmaco Infra,RealEstate
Phoenix Mills,RealEstate
Vipul,RealEstate
Antony Waste Hand,Recycling
Cerebra Integ. Tech,Recycling
EMS,Recycling
Eco Recycling,Recycling
Elgi Rubber Co.,Recycling
Felix Industries,Recycling
GRP,Recycling
Ganesha Ecosphere,Recycling
Gravita India,Recycling
Hariyana Ship Break,Recycling
Indag Rubber,Recycling
ION Exchage,Recycling
Nile,Recycling
Nupur Recycle,Recycling
Pondy Oxides & Chem.,Recycling
Race Eco Chain,Recycling
Tinna Rubber & Infra,Recycling
Urban Env Waste Mgt,Recycling
VA Tech Wabag,Recycling
IFGL Refractories,Refractories
Morganite Crucible(I,Refractories
Nilachal Refactories,Refractories
RHI Magnesita,Refractories
Vesuvius India,Refractories
Aditya Birla Fashion,RetailChains
Avenue Supermarts,RetailChains
CESC,RetailChains
Future Retail,RetailChains
Kalyan Jewell.India,RetailChains
Metro Brands,RetailChains
Praxis Home Retail,RetailChains
Reliance Industries,RetailChains
Shoppers Stop,RetailChains
Titan Co,RetailChains
Trent,RetailChains
V-Mart Retail,RetailChains
V2 Retail,RetailChains
VIP Inds.,RetailChains
Alpex Solar,SolarPanelMfg
Australian Premium,SolarPanelMfg
Insolation Energy,SolarPanelMfg
Refex Renewbl&Infra,SolarPanelMfg
Solex Energy,SolarPanelMfg
Swelect Energy,SolarPanelMfg
Websol Energy System,SolarPanelMfg
Aarti Inds,SpecialityChemicals
Alkyl Amines Chem,SpecialityChemicals
Amal,SpecialityChemicals
Anupam Rasayan India,SpecialityChemicals
Apcotex Inds,SpecialityChemicals
Atul,SpecialityChemicals
Balaji Amines,SpecialityChemicals
Black Rose Inds.,SpecialityChemicals
Camlin Fine Sciences,SpecialityChemicals
Chembond Chemicals,SpecialityChemicals
Chemcrux Enterprises,SpecialityChemicals
Clean Science,SpecialityChemicals
Cochin Minerals&Ruti,SpecialityChemicals
DMCC Speciality Chem,SpecialityChemicals
Dai-Ichi Karkaria,SpecialityChemicals
Daikaffil Chemicals,SpecialityChemicals
Fineotex Chemical,SpecialityChemicals
Foseco India,SpecialityChemicals
GFL,SpecialityChemicals
GHCL,SpecialityChemicals
Hardcastle&Waud Mfg,SpecialityChemicals
Heubach Colorants(I),SpecialityChemicals
Hind Fluorocarbons,SpecialityChemicals
IG Petrochem.,SpecialityChemicals
India Gelatine &Chem,SpecialityChemicals
Indo Amines,SpecialityChemicals
Indokem,SpecialityChemicals
Jyoti Resins&Adhesiv,SpecialityChemicals
Kanoria Chem. & Inds,SpecialityChemicals
Kemistar Corporation,SpecialityChemicals
Manali Petro,SpecialityChemicals
Multibase India,SpecialityChemicals
Narmada Gelatines,SpecialityChemicals
Navin Fluorine Intl,SpecialityChemicals
Neogen Chemicals,SpecialityChemicals
Nitta Gelatin India,SpecialityChemicals
Omkar SpecialityChem,SpecialityChemicals
Paushak,SpecialityChemicals
Plastiblends India,SpecialityChemicals
Polson,SpecialityChemicals
Privi Speciality Che,SpecialityChemicals
Ram Minerals&Chem,SpecialityChemicals
Seya Industries,SpecialityChemicals
Supreme Petrochem,SpecialityChemicals
Tatva Chintan Pharma,SpecialityChemicals
Tinna Rubber & Infra,SpecialityChemicals
Vikas WSP,SpecialityChemicals
Vinati Organics,SpecialityChemicals
Vinyl Chemicals,SpecialityChemicals
Yash Chemex,SpecialityChemicals
Bajaj Hindusthan Sug,Sugar
Balrampur Chini Mill,Sugar
Banna Amman Sugars,Sugar
DCM Shriram,Sugar
Dalmia Bharat Sugar,Sugar
Dhampur Sugar Mills,Sugar
Dwarikesh Sugar Inds,Sugar
E.I.D. Parry (I),Sugar
Shree Renuka Sugar,Sugar
Andhra Sugars,Sugar
Triveni Engg. & Inds,Sugar
Bharti Airtel,Telecom
MTNL,Telecom
Reliance Industries,Telecom
Tata Communications,Telecom
Vodafone Idea,Telecom
Ambika Cotton Mills,Textiles
Arvind,Textiles
Bombay Dyeing Mfg.,Textiles
Century Enka,Textiles
Cheviot Company,Textiles
Dollar Industries,Textiles
Filatex India,Textiles
Ganesha Ecosphere,Textiles
Garware Tech. Fibres,Textiles
Go Fashion (India),Textiles
Himatsingka Seide,Textiles
Indian Terrain Fash.,Textiles
Indo Count Inds,Textiles
Jindal Worldwide,Textiles
K.P.R. Mill,Textiles
Kewal Kiran Clothing,Textiles
Kitex Garments,Textiles
Lux Industries,Textiles
Monte Carlo Fashions,Textiles
PDS,Textiles
Page Industries,Textiles
RSWM,Textiles
Rajapalayam Mills,Textiles
Raymond,Textiles
Rupa & Co,Textiles
S.P. Apparels,Textiles
Sheela Foam,Textiles
Siyaram Silk Mills,Textiles
Sutlej Textiles&Inds,Textiles
Ruby Mills,Textiles
Trident,Textiles
Vardhman Textiles,Textiles
Vishal Fabrics,Textiles
Welspun Living,Textiles
Asian Granito India,Tiles
Cera Sanitaryware,Tiles
Exxaro Tiles,Tiles
Kajaria Ceramics,Tiles
Orient Bell,Tiles
Somany Ceramics,Tiles
Akanksha Power&Infra,Transformers
Alfa Transformers,Transformers
Bharat Bijlee,Transformers
Indo Tech Transform.,Transformers
Marsons,Transformers
Shilchar Tech,Transformers
Star Delta Transform,Transformers
Supreme Power Equip,Transformers
Transformers & Rect,Transformers
Voltamp Transformers,Transformers
Apollo Tyres,Tyre
Balkrishna Inds.,Tyre
CEAT,Tyre
Goodyear India,Tyre
JK Tyres & Inds.,Tyre
Kesoram Industries,Tyre
MRF,Tyre
TVS Srichakra,Tyre
Hind Oil Exploration,Upstream
ONGC,Upstream
Oil India,Upstream
Reliance Industries,Upstream
Selan Exploratn Tech,Upstream
APM Industries,Yarn
AYM Syntex,Yarn
Alok Inds,Yarn
Amarjothi Spg. Mills,Yarn
DCM,Yarn
Damodar Inds.,Yarn
Eurotex Inds.&Export,Yarn
Filatex India,Yarn
GTN Inds,Yarn
GTN Textiles,Yarn
Gangotri Textile,Yarn
Gem Spinners,Yarn
Indo Rama Synth,Yarn
JBF Industries,Yarn
Jaybharat Textiles,Yarn
Kandagiri Spg Mills,Yarn
Lahoti Overseas,Yarn
Lakshmi Mills Co,Yarn
Lambodhara Textiles,Yarn
Mid India Inds.,Yarn
Mohit Industries,Yarn
Nagreeka Exports,Yarn
Nahar Ind.Enterprise,Yarn
Nitin Spinners,Yarn
PBM Polytex,Yarn
Patspin India,Yarn
Pioneer Embroideries,Yarn
Prag Bosimi Synth,Yarn
RSWM,Yarn
Rajapalayam Mills,Yarn
Sambandam Spg. Mills,Yarn
Sangam India,Yarn
Shekhawati Indust.,Yarn
Shiva Texyarn,Yarn
Shree Rajasthan Syn.,Yarn
Sportking India,Yarn
Sumeet Inds,Yarn
Super Spinning Mills,Yarn
Surat Trade&Min.,Yarn
Suryalata Spg Mills,Yarn
Suryavanshi Spg Mill,Yarn
Sutlej Textiles&Inds,Yarn
Vardhman Polytex,Yarn
Vardhman Textiles,Yarn
Winsome Textile,Yarn
