Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-16 00:00:00+05:30,225.2,225.2,225.2,225.2,0,0.0,0.0
2023-10-17 00:00:00+05:30,221.4,221.4,221.4,221.4,0,0.0,0.0
2023-10-18 00:00:00+05:30,223.65,223.65,223.65,223.65,0,0.0,0.0
2023-10-20 00:00:00+05:30,222.8,222.8,222.8,222.8,0,0.0,0.0
2023-10-23 00:00:00+05:30,221.4,221.4,221.4,221.4,0,0.0,0.0
2023-10-24 00:00:00+05:30,221.35,221.35,221.35,221.35,0,0.0,0.0
2023-10-25 00:00:00+05:30,222.85,222.85,222.85,222.85,0,0.0,0.0
2023-10-26 00:00:00+05:30,224.8,224.8,224.8,224.8,0,0.0,0.0
2023-10-27 00:00:00+05:30,223.85,223.85,223.85,223.85,0,0.0,0.0
2023-10-30 00:00:00+05:30,225.35,225.35,225.35,225.35,0,0.0,0.0
2023-10-31 00:00:00+05:30,223.55,223.55,223.55,223.55,0,0.0,0.0
2023-11-01 00:00:00+05:30,222.85,222.85,222.85,222.85,0,0.0,0.0
2023-11-02 00:00:00+05:30,225.0,225.0,225.0,225.0,0,0.0,0.0
2023-11-03 00:00:00+05:30,225.1,225.1,225.1,225.1,0,0.0,0.0
2023-11-06 00:00:00+05:30,228.75,228.75,228.75,228.75,0,0.0,0.0
2023-11-07 00:00:00+05:30,227.05,227.05,227.05,227.05,0,0.0,0.0
2023-11-08 00:00:00+05:30,232.0,232.0,232.0,232.0,0,0.0,0.0
2023-11-09 00:00:00+05:30,230.45,230.45,230.45,230.45,0,0.0,0.0
2023-11-10 00:00:00+05:30,231.0,231.0,231.0,231.0,0,0.0,0.0
2023-11-12 00:00:00+05:30,230.95,230.95,230.95,230.95,0,0.0,0.0
2023-11-13 00:00:00+05:30,232.8,232.8,232.8,232.8,0,0.0,0.0
2023-11-14 00:00:00+05:30,232.75,232.75,232.75,232.75,0,0.0,0.0
2023-11-15 00:00:00+05:30,236.7,236.7,236.7,236.7,0,0.0,0.0
2023-11-16 00:00:00+05:30,232.05,232.05,232.05,232.05,0,0.0,0.0
2023-11-17 00:00:00+05:30,230.6,230.6,230.6,230.6,0,0.0,0.0
2023-11-20 00:00:00+05:30,229.45,229.45,229.45,229.45,0,0.0,0.0
2023-11-21 00:00:00+05:30,229.4,229.4,229.4,229.4,0,0.0,0.0
2023-11-22 00:00:00+05:30,227.55,227.55,227.55,227.55,0,0.0,0.0
2023-11-23 00:00:00+05:30,227.95,227.95,227.95,227.95,0,0.0,0.0
2023-11-24 00:00:00+05:30,229.1,229.1,229.1,229.1,0,0.0,0.0
2023-11-27 00:00:00+05:30,228.95,228.95,228.95,228.95,0,0.0,0.0
2023-11-28 00:00:00+05:30,228.1,228.1,228.1,228.1,0,0.0,0.0
2023-11-29 00:00:00+05:30,227.65,227.65,227.65,227.65,0,0.0,0.0
2023-11-30 00:00:00+05:30,227.35,227.35,227.35,227.35,0,0.0,0.0
2023-12-01 00:00:00+05:30,227.0,227.0,227.0,227.0,0,0.0,0.0
2023-12-04 00:00:00+05:30,227.85,227.85,227.85,227.85,0,0.0,0.0
2023-12-05 00:00:00+05:30,223.05,223.05,223.05,223.05,0,0.0,0.0
2023-12-06 00:00:00+05:30,224.25,224.25,224.25,224.25,0,0.0,0.0
2023-12-07 00:00:00+05:30,221.35,221.35,221.35,221.35,0,0.0,0.0
2023-12-08 00:00:00+05:30,221.9,221.9,221.9,221.9,0,0.0,0.0
2023-12-11 00:00:00+05:30,219.4,219.4,219.4,219.4,0,0.0,0.0
2023-12-12 00:00:00+05:30,221.35,221.35,221.35,221.35,0,0.0,0.0
